App_id,Name,Monthly_Flat_price,Monthly_per_user_price,Installs,Reviews,Avg Rating,Service Type,Security,Own By,Description,Product_urls
1223653,Onit - Standups for Jira and Slack, 7.50,USD 0.75 per user (average),10,0,0.0,Jira Cloud,None,Onit,Daily stand-ups based on Jira issues and integrated with Slack - ideal for remote teams with advanced reporting,https://marketplace.atlassian.com/apps/1223653/onit-standups-for-jira-and-slack?hosting=cloud&tab=overview
1224723,Absence Tracker, 1.00,USD 0.25 per user (average),8,0,0.0,Jira Cloud,None,Transition Technologies PSC,Absence Tracker let you know when users assigned to issue have ongoing or upcoming absences,https://marketplace.atlassian.com/apps/1224723/absence-tracker?hosting=cloud&tab=overview
1212948,Agile Clock for Jira,0,0,52,9,3.0,Jira Server,None,CHROBRUS,Jira Agile Clock - Simple time measurement for agile meetings,https://marketplace.atlassian.com/apps/1212948/agile-clock-for-jira?hosting=server&tab=overview
1224181,Cost Monitoring for Jira,0,0,83,4,1.5,Jira Cloud,None,TouchDown,Simple cost monitoring of your JIRA projects,https://marketplace.atlassian.com/apps/1224181/cost-monitoring-for-jira?hosting=cloud&tab=overview
1210938,Fastbucks: Automated Invoicing for Jira,0,0,10,0,0.0,Jira Server,None,Izymes Pty Ltd,Painless and automated billing to online accounting systems from Jira Projects,https://marketplace.atlassian.com/apps/1210938/fastbucks-automated-invoicing-for-jira?hosting=server&tab=overview
1215475,Alkaes - Minyaa Time,0,0,23,0,0.0,Jira Server,None,Alkaes Consulting,Extends Jira with Time tracking feature and powerful reports,https://marketplace.atlassian.com/apps/1215475/alkaes-minyaa-time?hosting=server&tab=overview
1219694,SIL Tempo Connector,0,0,59,0,0.0,"Jira Server,Jira Data Center",None,Anova Apps (an Appfire company),"Create scripts to integrate and sync data between Jira and Tempo for better collaboration, team organization and work automation",https://marketplace.atlassian.com/apps/1219694/sil-tempo-connector?hosting=datacenter&tab=overview
1222748,Time To Invoice - Worklog reports,0,0,58,0,0.0,Jira Cloud,None,Get-Up,The easiest way to receive a workload report of your team members,https://marketplace.atlassian.com/apps/1222748/time-to-invoice-worklog-reports?hosting=cloud&tab=overview
1221698,Manday.io Time tracking - Budget monitoring & Reporting,0,0,40,3,4.0,Jira Cloud,None,Sense4code s.r.o.,Easy project budget monitoring Quick & effective across various systems,https://marketplace.atlassian.com/apps/1221698/manday-io-time-tracking-budget-monitoring-reporting?hosting=cloud&tab=overview
1210817,Timesheet and Gantt Chart for Jira,0,0,10,3,2.5,Jira Server,None,i4ware Software,Work hour reports Editable Grid for work hours and Gantt Chart,https://marketplace.atlassian.com/apps/1210817/timesheet-and-gantt-chart-for-jira?hosting=server&tab=overview
1219563,MOCO Time Tracking for Jira,0,0,8,0,0.0,Jira Server,None,Scolution GmbH & Co. KG,"Record, track and organize your working hours in Jira and transfer them automatically to MOCO",https://marketplace.atlassian.com/apps/1219563/moco-time-tracking-for-jira?hosting=server&tab=overview
1219157,CoffeeCup App,0,0,53,4,2.5,"Jira Cloud,Jira Server",None,CoffeeCup GmbH,"We supercharge your Jira with budget controlling, billing and team planning",https://marketplace.atlassian.com/apps/1219157/coffeecup-app?hosting=cloud&tab=overview
773842,FreshBooks Connector for Jira,0,0,4,10,3.5,Jira Server,None,Rozdoum,Connect your Jira with FreshBooks and prevent double time reporting for the same issues,https://marketplace.atlassian.com/apps/773842/freshbooks-connector-for-jira?hosting=server&tab=overview
1219274,User KPI for Jira,0,0,18,0,0.0,Jira Server,None,ADWEB Software,"Measure individual, team or project performance. Improve KPI's by continuous feedback and reviews",https://marketplace.atlassian.com/apps/1219274/user-kpi-for-jira?hosting=server&tab=overview
1218307,Progress Highlighting for Jira,0,0,7,0,0.0,Jira Server,None,ADWEB Software,The ultimate user progress gadget based on estimations,https://marketplace.atlassian.com/apps/1218307/progress-highlighting-for-jira?hosting=server&tab=overview
1224541,Shifto : Shift Roster, 5.00,USD 0.50 per user (average),17,0,0.0,Jira Cloud,None,Ravenshift,Manage global/remote team availability with a Jira integrated Shift Roster. Compatible with users in different timezones,https://marketplace.atlassian.com/apps/1224541/shifto-shift-roster?hosting=cloud&tab=overview
1214569,Blue Ant plugin for work-time,0,0,28,4,4.0,Jira Server,None,proventis GmbH,"Plugin to create/update Blue Ant activities or ToDos from Jira, work-time recording, % complete and remaining hours in Blue Ant",https://marketplace.atlassian.com/apps/1214569/blue-ant-plugin-for-work-time?hosting=server&tab=overview
1220714,Quidlo Timesheets for Jira,0,0,35,0,0.0,Jira Cloud,None,Quidlo,Track time in Quidlo Timesheets straight from your issues in Jira. Sync your records across all your devices,https://marketplace.atlassian.com/apps/1220714/quidlo-timesheets-for-jira?hosting=cloud&tab=overview
1219800,Pulse.Timesheet Plus with Time Tracking, 4.00,USD 1.00 per user (average),17,0,0.0,Jira Cloud,None,PulseKit,Time Tracking & Timesheet Reporting tool with issue timer and dashboard gadget for your worklogs,https://marketplace.atlassian.com/apps/1219800/pulse-timesheet-plus-with-time-tracking?hosting=cloud&tab=overview
1220580,WorkDay Control for Jira,0,0,23,7,4.0,Jira Server,None,excentia,"This component allows to record the working day start and end time, mandatory on some countries like Spain",https://marketplace.atlassian.com/apps/1220580/workday-control-for-jira?hosting=server&tab=overview
1223438,BambooHR Integration for Jira,0,0,6,0,0.0,"Jira Server,Jira Data Center",None,New Verve Consulting,See absence management in context,https://marketplace.atlassian.com/apps/1223438/bamboohr-integration-for-jira?hosting=datacenter&tab=overview
1212984,Dovico Time Tracking for Jira,0,0,47,4,2.0,Jira Cloud,None,Dovico Software Inc.,Work more efficiently by entering time within Jira for Dovico Timesheet,https://marketplace.atlassian.com/apps/1212984/dovico-time-tracking-for-jira?hosting=cloud&tab=overview
1221637,RDTI Tracka,0,0,29,0,0.0,Jira Cloud,None,Global RnD Tracka Pty Ltd,Tracka makes it easy for your Dev team to track and record their R&D Tax Incentive Activities,https://marketplace.atlassian.com/apps/1221637/rdti-tracka?hosting=cloud&tab=overview
1222817,Quantum::Estimation - Estimates for JIRA,0,0,4,3,4.0,"Jira Server,Jira Data Center",None,Datarocks,Get richer insights into estimations. Follow scientific best practices to improve accuracy. Easy estimation for distributed teams,https://marketplace.atlassian.com/apps/1222817/quantum-estimation-estimates-for-jira?hosting=datacenter&tab=overview
1220422,JC360 for Jira,0,0,48,0,0.0,Jira Cloud,None,JobCTRL Inc.,"Track and analyze time spent with Jira issues. Automatic task switching, real-time monitoring and powerful productivity reports",https://marketplace.atlassian.com/apps/1220422/jc360-for-jira?hosting=cloud&tab=overview
1217657,TeamLog: Time Tracking & Reporting Tool,0,0,4,3,4.0,Jira Server,None,RMCSoft,This intuitive Jira plugin is an all-in-one dashboard with daily work logs & performance reports for project managers & team leads,https://marketplace.atlassian.com/apps/1217657/teamlog-time-tracking-reporting-tool?hosting=server&tab=overview
1218424,Gears worklog-restricted for Jira,0,0,15,0,0.0,Jira Server,None,hktx.cn (汇科天下),"On which issuetype can be worklog, restrict duration on one day and so on",https://marketplace.atlassian.com/apps/1218424/gears-worklog-restricted-for-jira?hosting=server&tab=overview
1223865,Simple Time Tracker Report for Jira,0,0,81,0,0.0,Jira Cloud,None,simplereport.technology,This app will save you time by calculating the time your team spends in sprint and delivering a report to an email address,https://marketplace.atlassian.com/apps/1223865/simple-time-tracker-report-for-jira?hosting=cloud&tab=overview
1224957,Time Spent,0,0,13,0,0.0,"Jira Server,Jira Data Center",None,Globo Solutions,Reports on spent vs. logged time in issue,https://marketplace.atlassian.com/apps/1224957/time-spent?hosting=datacenter&tab=overview
1214141,SIL Excel Reporting,0,0,14,0,0.0,Jira Server,None,Anova Apps (an Appfire company),Painless programmable and ready to use Excel reporting. Use SIL® scripts to export anything you wish to Excel,https://marketplace.atlassian.com/apps/1214141/sil-excel-reporting?hosting=server&tab=overview
1224630,Timesheets for Jira,0,0,36,0,0.0,Jira Cloud,None,ALDEVA DIGITAL s.r.o.,Very simple time tracking tool for tracking time directly in Jira,https://marketplace.atlassian.com/apps/1224630/timesheets-for-jira?hosting=cloud&tab=overview
1224316,Team Trax: Team Calendar for Jira,0,0,4,0,0.0,Jira Server,None,Ixenit Kft.,Manage home office and vacations of your teams easily,https://marketplace.atlassian.com/apps/1224316/team-trax-team-calendar-for-jira?hosting=server&tab=overview
1224526,SRED.io - SR&ED on Autopilot!,0,0,19,4,4.0,Jira Cloud,None,Sredio,Sredio Reporting - The Easy and Automated Way to Track your Team’s SR&ED Work,https://marketplace.atlassian.com/apps/1224526/sred-io-sr-ed-on-autopilot?hosting=cloud&tab=overview
1223000,Easy Timesheets (Time Tracking) and Reports for Jira, 5.00,USD 0.50 per user (average),5,0,0.0,Jira Cloud,None,Mirhai Inc.,"Easy time tracking, scheduling and reporting",https://marketplace.atlassian.com/apps/1223000/easy-timesheets-time-tracking-and-reports-for-jira?hosting=cloud&tab=overview
1222554,Work Log Indicator,0,0,18,4,4.0,Jira Server,None,Kod Gemisi,Shows you how much worklog you entered today in Jira's top bar,https://marketplace.atlassian.com/apps/1222554/work-log-indicator?hosting=server&tab=overview
1220603,Bulk Planning,0,0,12,0,0.0,Jira Server,None,Globo Solutions,Automatically plan team's work and get optimal deadlines,https://marketplace.atlassian.com/apps/1220603/bulk-planning?hosting=server&tab=overview
1221818,Autonomous Time Keeping for Jira Cloud,0,0,35,0,0.0,Jira Cloud,None,WiseTime,Automatic time tracking. Builds your timesheet without interrupting flow. Get effortlessly detailed reports & retain your privacy,https://marketplace.atlassian.com/apps/1221818/autonomous-time-keeping-for-jira-cloud?hosting=cloud&tab=overview
1225496,Smart Guess for Planning Poker for Jira Cloud, 5.00,USD 0.80 per user (average),10,0,0.0,Jira Cloud,None,Envision,🤔 Skip 20+ steps from your story point estimation compared to other tools. Read on to learn more,https://marketplace.atlassian.com/apps/1225496/smart-guess-for-planning-poker-for-jira-cloud?hosting=cloud&tab=overview
1225236,Project Flow, 5.00,USD 1.00 per user (average),3,0,0.0,Jira Cloud,None,Aicou,Manage Project Activities,https://marketplace.atlassian.com/apps/1225236/project-flow?hosting=cloud&tab=overview
1226160,Autoplan, 6.00,USD 0.80 per user (average),3,0,0.0,Jira Cloud,None,Sprint Engine,"Automatically plan your sprints, optimized to your resources and priorities",https://marketplace.atlassian.com/apps/1226160/autoplan?hosting=cloud&tab=overview
1225694,WiseLog – Turn calendar events to Jira logs,0,0,20,0,0.0,Jira Cloud,None,Cognitive Creators,The time tracking tool that converts your Google Calendar events to Jira logs quickly and easily,https://marketplace.atlassian.com/apps/1225694/wiselog-turn-calendar-events-to-jira-logs?hosting=cloud&tab=overview
1221219,Spectrum TimeReports,0,0,8,0,0.0,Jira Server,None,SPECTRUM GROUPE,"Insights from your team Work logs based on time reports with comprehensive charts by Projects, Issues, Users, Teams or JQL",https://marketplace.atlassian.com/apps/1221219/spectrum-timereports?hosting=server&tab=overview
1220327,Kamba your Agile Standup Board, 10.00,USD 1.50 per user (average),7,0,0.0,Jira Cloud,None,THALES,Digital meeting board for your agile stand-ups,https://marketplace.atlassian.com/apps/1220327/kamba-your-agile-standup-board?hosting=cloud&tab=overview
1220525,Work Log Visibility Plugin, 1.00,USD 0.50 per user (average),7,0,0.0,Jira Cloud,None,Novalab Teknoloji,View distribution of work logs amongst issues and team members at a glance,https://marketplace.atlassian.com/apps/1220525/work-log-visibility-plugin?hosting=cloud&tab=overview
1212734,Abacolla Issue Drill Down Report and export to PDF and Excel, 3.00,USD 3.00 per user (average),7,0,0.0,Jira Cloud,None,SuperAktiv AS,Identify problems in your projects and sprints,https://marketplace.atlassian.com/apps/1212734/abacolla-issue-drill-down-report-and-export-to-pdf-and-excel?hosting=cloud&tab=overview
1225684,Timer field | SLA for Jira Cloud, 3.00,USD 0.35 per user (average),6,0,0.0,Jira Cloud,None,JiBrok,Set a goal and use the remaining time. The timer will start counting down when the specified issue events are triggered,https://marketplace.atlassian.com/apps/1225684/timer-field-sla-for-jira-cloud?hosting=cloud&tab=overview
1225685,Stopwatch field for Jira Cloud, 3.00,USD 0.35 per user (average),6,0,0.0,Jira Cloud,None,JiBrok,Measure the time between issue events. The stopwatch can be used in JQL queries and reports,https://marketplace.atlassian.com/apps/1225685/stopwatch-field-for-jira-cloud?hosting=cloud&tab=overview
1226143,Time between dates for Jira Cloud, 3.00,USD 0.35 per user (average),5,0,0.0,Jira Cloud,None,JiBrok,"Set the start and end dates. The app will calculate the time between them, how much time has passed and how much is still left",https://marketplace.atlassian.com/apps/1226143/time-between-dates-for-jira-cloud?hosting=cloud&tab=overview
1218677,Calamari Connector for Jira,0,0,26,0,0.0,Jira Server,None,CHROBRUS,"HR, leave & absence management for your Team",https://marketplace.atlassian.com/apps/1218677/calamari-connector-for-jira?hosting=server&tab=overview
1224367,HawkTimeNudge - Time Tracking Reminders, 1.00,USD 0.10 per user (average),5,0,0.0,Jira Cloud,None,Harness Ltd,Make time logging a daily habit,https://marketplace.atlassian.com/apps/1224367/hawktimenudge-time-tracking-reminders?hosting=cloud&tab=overview
1225367,eZee Timesheets, 7.00,USD 0.70 per user (average),4,0,0.0,Jira Cloud,None,Eyzee,Reporting and approving time spent on tasks and projects has never been so easy,https://marketplace.atlassian.com/apps/1225367/ezee-timesheets?hosting=cloud&tab=overview
1223163,Sprints Instant Scheduling, 5.00,USD 0.50 per user (average),4,0,0.0,"Jira Cloud,Jira Server",None,Add-On Experts Center,Automatically add your issues to future sprints according to the team velocity and sprint future Velocity in one click,https://marketplace.atlassian.com/apps/1223163/sprints-instant-scheduling?hosting=cloud&tab=overview
1224427,Moku - Time tracking and invoicing,0,0,9,0,0.0,Jira Cloud,None,Moku,Streamline your team's processes with time tracking and automated invoicing,https://marketplace.atlassian.com/apps/1224427/moku-time-tracking-and-invoicing?hosting=cloud&tab=overview
1221085,Absence Tracking for Jira,0,0,4,0,0.0,Jira Server,None,Rozdoum,Optimize time tracking processes by automatically logging hours for employee's absence,https://marketplace.atlassian.com/apps/1221085/absence-tracking-for-jira?hosting=server&tab=overview
1223067,Estimator for Jira Estimation & Planning,0,0,1,0,0.0,"Jira Server,Jira Data Center",None,DSPlugins,Estimate more accurately in a time efficient manner. Estimator - all that's needed for accurate estimates and efficient planning,https://marketplace.atlassian.com/apps/1223067/estimator-for-jira-estimation-planning?hosting=server&tab=overview
1225910,Google Calendar+ Embed for Jira, 1.00,USD 0.20 per user (average),3,0,0.0,Jira Cloud,None,Apps+,Sync and embed Google Calendar alongside notes or images in one beautiful issue tab panel,https://marketplace.atlassian.com/apps/1225910/google-calendar-embed-for-jira?hosting=cloud&tab=overview
1225960,Outlook Calendar+ Embed for Jira, 1.00,USD 0.20 per user (average),3,0,0.0,Jira Cloud,None,Apps+,Sync and embed Outlook Calendar alongside notes or images in one beautiful issue tab panel,https://marketplace.atlassian.com/apps/1225960/outlook-calendar-embed-for-jira?hosting=cloud&tab=overview
1223446,Timesheet for Jira, 8.00,USD 1.00 per user (average),3,0,0.0,"Jira Cloud,Jira Server",None,i4ware Software,Timesheet and work-log reports,https://marketplace.atlassian.com/apps/1223446/timesheet-for-jira?hosting=cloud&tab=overview
1224648,Toggl Sync for Jira,0,0,5,0,0.0,Jira Server,None,BitWeb,Toggl integration plugin to easily track your time through Jira,https://marketplace.atlassian.com/apps/1224648/toggl-sync-for-jira?hosting=server&tab=overview
1223027,Hours to Man Days for Tempo,0,0,3,0,0.0,Jira Server,None,Mind-Mercatis,Convert worklogs and reports between Hours and Man Days M/D in Tempo timesheets and Tempo budget,https://marketplace.atlassian.com/apps/1223027/hours-to-man-days-for-tempo?hosting=server&tab=overview
1225799,Projectworks Time Tracking,0,0,7,0,0.0,Jira Cloud,None,Projectworks,Intelligent business management software for your entire company,https://marketplace.atlassian.com/apps/1225799/projectworks-time-tracking?hosting=cloud&tab=overview
1220004,Phases for Jira,0,0,1,0,0.0,Jira Server,None,Sellegi,"Load & capacity planning for teams or individuals: Epic phases or stories on a timeline, with planned vs actual start & end dates",https://marketplace.atlassian.com/apps/1220004/phases-for-jira?hosting=server&tab=overview
1225059,AppTime - Timesheets Made Easy,0,0,10,0,0.0,Jira Server,None,CoreSoft Labs,Free time-tracking solution for Jira. Display your team's worklogs clearly summarized in a convenient grid view,https://marketplace.atlassian.com/apps/1225059/apptime-timesheets-made-easy?hosting=server&tab=overview
1223792,KRONOS Timesheets – Worklogs and reports,0,0,2,0,0.0,"Jira Server,Jira Data Center",None,MORESIMP,"Log work, manage worklogs and create meaningful team or individual reports manually or automatically",https://marketplace.atlassian.com/apps/1223792/kronos-timesheets-worklogs-and-reports?hosting=datacenter&tab=overview
1222013,Boomslang, 1.00,USD 0.50 per user (average),2,0,0.0,Jira Cloud,None,Montrose Software,Tempo Notification Worklog Reminders,https://marketplace.atlassian.com/apps/1222013/boomslang?hosting=cloud&tab=overview
1221144,Taskpro - Time Tracking, 25.00,USD 2.50 per user (average),2,0,0.0,Jira Cloud,None,Sioux,Get an accurate look at you past workweeks and track your time easily,https://marketplace.atlassian.com/apps/1221144/taskpro-time-tracking?hosting=cloud&tab=overview
1219603,Estimate: Project Analysis Tool,0,0,2,0,0.0,Jira Server,None,RMCSoft,Speed up and formalize you Project and Time Management,https://marketplace.atlassian.com/apps/1219603/estimate-project-analysis-tool?hosting=server&tab=overview
1223853,SLA Budget for Jira Service Management,0,0,7,0,0.0,Jira Server,None,CoreIT s.r.o.,Easy budgeting and reporting based on your own service agreements by request types and custom periods,https://marketplace.atlassian.com/apps/1223853/sla-budget-for-jira-service-management?hosting=server&tab=overview
1210888,Activity Timeline (Legacy Edition),0,0,11507,70,4.0,"Jira Cloud,Jira Server",None,Reliex,New version: ⠀⠀  https://bitly.com/atl_app,https://marketplace.atlassian.com/apps/1210888/activity-timeline-legacy-edition?hosting=server&tab=overview
1225850,Calendso+ for Jira, 3.00,USD 0.50 per user (average),1,0,0.0,Jira Cloud,None,Apps+,Sync and embed Calendso alongside notes or images in one beautiful issue tab panel,https://marketplace.atlassian.com/apps/1225850/calendso-for-jira?hosting=cloud&tab=overview
1225876,Eventbrite+ for Jira, 3.00,USD 0.50 per user (average),1,0,0.0,Jira Cloud,None,Apps+,Sync and embed Eventbrite alongside notes or images in one beautiful issue tab panel,https://marketplace.atlassian.com/apps/1225876/eventbrite-for-jira?hosting=cloud&tab=overview
1225080,eZee Worklog Plus,0,0,5,0,0.0,Jira Server,None,Eyzee,"Most complete worklog entry manager ! Use stopwatch / timer, enter time spent or time series and manage it all on 1 gadget",https://marketplace.atlassian.com/apps/1225080/ezee-worklog-plus?hosting=server&tab=overview
1225338,Ideal Worklogs for JIRA, 14.00,USD 1.40 per user (average),1,0,0.0,Jira Cloud,None,Ideal Federal Technologies LLC,Ideal Worklog Management and Reporting,https://marketplace.atlassian.com/apps/1225338/ideal-worklogs-for-jira?hosting=cloud&tab=overview
1219898,Flexi Resources Management,0,0,1,0,0.0,Jira Server,None,FSOFT - FPT Software,"RM supports Leader of Project, Department or authorized people can manage the using of resources in projects",https://marketplace.atlassian.com/apps/1219898/flexi-resources-management?hosting=server&tab=overview
6284,Worklog Assistant (time tracking),0,0,9057,24,3.5,"Jira Cloud,Jira Server",None,Fizz Buzz Inc.,Hassle-free time tracking for Jira - Because timesheets suck,https://marketplace.atlassian.com/apps/6284/worklog-assistant-time-tracking?hosting=server&tab=overview
1218803,Replicon Time Tracking for Jira,0,0,0,9,4.0,Jira Cloud,None,Replicon Inc,#1 Project Time Tracking Solution for Jira. Trusted by thousands of companies across 70+ countries for their time tracking needs,https://marketplace.atlassian.com/apps/1218803/replicon-time-tracking-for-jira?hosting=cloud&tab=overview
1223171,it.JCATS - SAP Worklogs with Jira,0,0,3,0,0.0,Jira Server,None,acocon GmbH - business division greenique,Reliable and easy: Log your time in Jira and SAP simultaneously without having to switch platforms,https://marketplace.atlassian.com/apps/1223171/it-jcats-sap-worklogs-with-jira?hosting=server&tab=overview
1221570,JAssistant,0,0,0,5,4.0,"Jira Cloud,Jira Server",None,Shridhar TL,"Add worklog via calendar, import issues, export Timesheet, Sprint, Estimate and custom reports / chart via Report Builder for free",https://marketplace.atlassian.com/apps/1221570/jassistant?hosting=cloud&tab=overview
1220642,timeBro,0,0,0,4,4.0,"Jira Cloud,Jira Server",None,timeBro,Fully automatic time tracking – timeBro automatically captures all your computer activities & exports your time tracking to Jira,https://marketplace.atlassian.com/apps/1220642/timebro?hosting=cloud&tab=overview
1218300,Timetracker - Time tracking jira client,0,0,0,5,3.5,"Jira Cloud,Jira Server",None,WebPal,"Chronos Timetracker - Desktop client for JIRA.  Track time, upload automatic and  manual worklogs without a hassle",https://marketplace.atlassian.com/apps/1218300/timetracker-time-tracking-jira-client?hosting=cloud&tab=overview
1220382,Jira Cloud for Google Sheets (Official),0,0,0,7,3.5,Jira Cloud,None,Atlassian,Jira in spreadsheets: the solution for your reporting pains,https://marketplace.atlassian.com/apps/1220382/jira-cloud-for-google-sheets-official?hosting=cloud&tab=overview
1221301,Jira Cloud for Excel (official),0,0,8420,7,3.0,Jira Cloud,None,Atlassian,Export Jira data to Excel - Combine the power of Jira with the flexibility of Excel,https://marketplace.atlassian.com/apps/1221301/jira-cloud-for-excel-official?hosting=cloud&tab=overview
1220276,Projectt,0,0,0,0,0.0,"Jira Cloud,Jira Server",None,RedAnt,Bring Jira and Harvest together! How is your project going against budget? Burning fast or slow? Find out in easy to read graphs,https://marketplace.atlassian.com/apps/1220276/projectt?hosting=cloud&tab=overview
1220282,Executive KPI Reporting for Jira,0,0,509,0,0.0,Jira Cloud,None,ServiceClarity for JIRA,Monitor organisation performance against strategic goals with real-time ServiceClarity KPI reporting tools,https://marketplace.atlassian.com/apps/1220282/executive-kpi-reporting-for-jira?hosting=cloud&tab=overview
1212190,Gallifrey - Time Tracking Assistant,0,0,998,0,0.0,"Jira Cloud,Jira Server",None,Chris Blyth,Assistant to help manage your 'wibbily wobbly timey wimey' for Jira,https://marketplace.atlassian.com/apps/1212190/gallifrey-time-tracking-assistant?hosting=server&tab=overview
1224145,Aggregate Analytics,0,0,41,0,0.0,Jira Server,None,Turgay Çelik,"Aggregate time and story point progress, view issue hierarchy as a tree, see anomalies and recommendations for epics",https://marketplace.atlassian.com/apps/1224145/aggregate-analytics?hosting=server&tab=overview
1222319,WageLog, 10.00,USD 0.95 per user (average),0,0,0.0,Jira Cloud,None,JonDos GmbH,Wage calculation based on worklogs - made easy,https://marketplace.atlassian.com/apps/1222319/wagelog?hosting=cloud&tab=overview
1221687,CB Time Report, 1.00,USD 0.50 per user (average),0,0,0.0,Jira Cloud,None,Citrusbits Inc.,Smart time reports and projects/sprints summary view,https://marketplace.atlassian.com/apps/1221687/cb-time-report?hosting=cloud&tab=overview
1211955,Time Logger for Jira,0,0,727,0,0.0,"Jira Cloud,Jira Server",None,Kvipu,Simple Windows desktop app for time tracking (worklog posting) using issue info from browser,https://marketplace.atlassian.com/apps/1211955/time-logger-for-jira?hosting=server&tab=overview
1224315,PPM for Jira from KeyedIn,0,0,0,0,0.0,"Jira Cloud,Jira Server",None,KeyedIn,"Jira-integrated project portfolio mgmt software brings together Agile development, Waterfall projects and more into one place",https://marketplace.atlassian.com/apps/1224315/ppm-for-jira-from-keyedin?hosting=cloud&tab=overview
1223737,Time Tracking for Jira with Monitask,0,0,0,0,0.0,"Jira Cloud,Jira Server",None,"FEST Technologies, LLC",Easy-to-use automatic time tracking software for Jira,https://marketplace.atlassian.com/apps/1223737/time-tracking-for-jira-with-monitask?hosting=cloud&tab=overview
1223505,CLI for developer worklog tracking,0,0,0,0,0.0,"Jira Cloud,Jira Server",None,Ruairi O'Donnell,Don't waste time adding Worklogs,https://marketplace.atlassian.com/apps/1223505/cli-for-developer-worklog-tracking?hosting=cloud&tab=overview
1222511,Tima - Track Time & Log Work in Jira,0,0,0,0,0.0,"Jira Cloud,Jira Server",None,FELGO GmbH,"Tima is the solution for all your day2day Jira needs when you’re on the road: track time, log work and view reports",https://marketplace.atlassian.com/apps/1222511/tima-track-time-log-work-in-jira?hosting=cloud&tab=overview
1221945,WT4 - Worklog tracker for Jira,0,0,1,0,0.0,"Jira Cloud,Jira Server",None,Marius Merkevičius,Desktop app for tracking worklogs in Jira,https://marketplace.atlassian.com/apps/1221945/wt4-worklog-tracker-for-jira?hosting=cloud&tab=overview
1221431,WiseTime Autonomous Timekeeper - Server,0,0,0,0,0.0,Jira Server,None,WiseTime,Expertly automated timekeeping that doesn’t interrupt your workflow,https://marketplace.atlassian.com/apps/1221431/wisetime-autonomous-timekeeper-server?hosting=server&tab=overview
1219760,Comb helps teams ship software on time,0,0,0,0,0.0,"Jira Cloud,Jira Server",None,Comb,Turn story points into time estimates and notify the team when work won't be done on time. See where you're overestimating,https://marketplace.atlassian.com/apps/1219760/comb-helps-teams-ship-software-on-time?hosting=cloud&tab=overview
1213405,Hubstaff,0,0,0,0,0.0,Jira Server,None,Hubstaff,"Time tracking platform with proof of work that supports Mac, Windows, Linux, Android, iOS, Chromebook and Chrome browser",https://marketplace.atlassian.com/apps/1213405/hubstaff?hosting=server&tab=overview
